City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
244,ain beida,35.7964,7.3928,305.3,17,55,6.7,DZ,1718038362
245,mana,5.6592,-53.7767,303.22,66,18,3.83,GF,1718038238
246,selfoss,63.9331,-20.9971,290.4,48,97,3.31,IS,1718038362
247,whakatane,-37.9585,176.9854,286.77,99,100,1.43,NZ,1718038363
248,dwarka,22.2394,68.9678,302.47,81,16,6.72,IN,1718038186
249,flying fish cove,-10.4217,105.6791,298.97,94,75,4.12,CX,1718038363
250,nelson bay,-32.7167,152.15,284.88,82,94,0.89,AU,1718038364
251,nizhnesortymskiy,62.4397,71.7603,291.6,49,100,0.77,RU,1718038151
252,fuli,46.7217,131.1394,289.94,73,100,1.7,CN,1718038223
253,camana,-16.6228,-72.7111,291.4,74,73,3.7,PE,1718038190
254,el granada,37.5027,-122.4694,296.72,81,100,3.6,US,1718038365
255,praia da vitoria,38.7333,-27.0667,295.29,68,20,3.36,PT,1718038243
256,bardai,11.65,7.2333,306.21,37,21,1.87,NG,1718038219
257,kourou,5.1552,-52.6478,299.18,72,75,3.58,GF,1718038177
258,badger,64.8,-147.5333,291.53,60,75,1.54,US,1718038366
259,lebu,-37.6167,-73.65,285.59,89,100,11.8,CL,1718038366
260,fayroz koh,34.5195,65.2509,290.97,28,1,2.68,AF,1718038367
261,gudalur,9.6833,77.2667,296.3,91,81,3.35,IN,1718038367
262,vilyuysk,63.7553,121.6247,289.26,46,55,2.68,RU,1718038267
263,dzhetygara,52.1908,61.2006,291.04,73,4,1.02,KZ,1718038254
264,crane,31.3974,-102.3501,300.93,54,18,2.19,US,1718038200
265,kerikeri,-35.2268,173.9474,283.1,93,99,1.62,NZ,1718038287
266,caras,-9.0467,-77.8114,294.69,52,94,2.11,PE,1718038369
267,ugoofaaru,5.6667,73.0,301.98,79,32,6.73,MV,1718038369
268,concepcion,-36.827,-73.0498,287.04,88,100,10.8,CL,1718038306
269,cankuzo,-3.1333,30.5833,289.61,58,64,1.47,BI,1718038370
270,ancud,-41.8697,-73.8203,284.47,89,100,7.9,CL,1718038140
271,kavieng,-2.5744,150.7967,301.14,81,93,4.59,PG,1718038371
272,berdyansk,46.7503,36.7944,296.68,65,80,1.99,UA,1718038339
273,revda,56.801,59.9303,287.55,74,46,2.24,RU,1718038139
274,new norfolk,-42.7826,147.0587,284.22,73,100,4.11,AU,1718038135
275,san antonio de pale,-1.4014,5.6325,297.99,81,56,4.1,GQ,1718038217
276,ola,59.5833,151.2833,281.01,86,83,1.34,RU,1718038372
277,selibaby,15.159,-12.1829,314.32,20,6,4.57,MR,1718038372
278,lata,40.1629,-8.3327,296.52,59,80,3.91,PT,1718038182
279,prieska,-29.6641,22.7474,288.32,24,38,3.88,ZA,1718038373
280,isangel,-19.55,169.2667,296.29,90,86,1.56,VU,1718038343
281,pisco,-13.7,-76.2167,290.18,88,100,0.51,PE,1718038306
282,margate,51.3813,1.3862,289.09,60,85,4.02,GB,1718038374
283,mugango,-1.6833,33.7,295.76,68,100,2.13,TZ,1718038374
284,coronel suarez,-37.4547,-61.9334,290.1,37,52,0.9,AR,1718038375
285,vadso,70.0744,29.7487,280.64,76,75,9.77,NO,1718038375
286,kavalerovo,44.2661,135.0572,284.51,97,40,1.56,RU,1718038375
287,buka,40.8108,69.1986,301.39,24,25,3.52,UZ,1718038376
288,haiku-pauwela,20.9219,-156.3051,297.62,84,40,6.69,US,1718038376
289,irymple,-34.25,142.1667,286.53,71,99,5.61,AU,1718038376
290,antonio enes,-16.2325,39.9086,295.71,71,58,5.69,MZ,1718038377
291,chonchi,-42.6128,-73.8092,284.33,94,100,4.75,CL,1718038203
292,swift current,50.2834,-107.8014,283.6,100,100,2.06,CA,1718038344
293,cox's bazar,21.4532,91.9798,301.67,90,96,3.84,BD,1718038377
294,weno,7.4515,151.8468,300.12,94,75,2.57,FM,1718038297
295,rosario oeste,-14.8361,-56.4275,307.09,26,0,2.71,BR,1718038270
296,antigonish,45.6169,-61.9986,294.34,68,40,3.13,CA,1718038378
297,thinadhoo,0.5333,72.9333,301.87,69,64,2.51,MV,1718038219
298,magadan,59.5667,150.8,280.67,86,88,2.01,RU,1718038120
299,ciudad valles,21.9833,-99.0167,309.91,39,57,2.34,MX,1718038379
300,zhob,31.3411,69.4481,302.33,18,54,3.21,PK,1718038380
301,beloyarskiy,63.7119,66.6722,289.26,82,66,2.24,RU,1718038380
302,santa rosa de osos,6.6474,-75.4603,291.41,77,80,1.91,CO,1718038380
303,fort saskatchewan,53.7168,-113.2187,291.04,71,20,2.57,CA,1718038381
304,koundara,12.4833,-13.3,310.41,36,60,1.49,GN,1718038381
305,alesund,62.4723,6.1549,285.56,83,75,4.63,NO,1718038242
306,akdepe,42.0551,59.3788,306.2,22,28,4.31,TM,1718038382
307,pagar alam,-4.0167,103.2667,294.21,99,98,1.1,ID,1718038382
308,mount isa,-20.7333,139.5,283.02,66,5,2.06,AU,1718038194
309,miramichi,47.0043,-65.4654,290.11,79,71,5.48,CA,1718038383
310,sade,11.3595,10.6732,310.65,24,64,0.85,NG,1718038383
311,keflavik,64.0049,-22.5624,284.39,66,0,6.17,IS,1718038218
312,svetlyy,54.675,20.1347,291.13,73,100,3.83,RU,1718038383
313,ambatondrazaka,-17.8333,48.4167,289.34,86,100,2.71,MG,1718038384
314,almeirim,-1.5233,-52.5817,297.23,96,93,1.78,BR,1718038384
315,heilbron,-27.2812,27.9709,283.04,31,0,1.81,ZA,1718038384
316,buala,-8.145,159.5921,300.36,84,77,2.97,SB,1718038385
317,auki,-8.7676,160.7034,298.5,91,52,1.83,SB,1718038385
318,parras de la fuente,25.4167,-102.1833,304.93,18,0,4.98,MX,1718038385
319,lillesand,58.2488,8.3778,293.17,42,40,4.12,NO,1718038386
320,kinablangan,7.6947,126.5503,298.05,85,85,1.62,PH,1718038386
321,kharkhorin,47.1975,102.8238,289.59,53,59,2.55,MN,1718038386
322,rodolfo sanchez taboada,31.7167,-116.5667,289.32,76,77,0.45,MX,1718038386
323,sao jose da coroa grande,-8.8978,-35.1478,300.6,66,75,5.28,BR,1718038330
324,ornskoldsvik,63.2909,18.7153,282.68,100,100,4.12,SE,1718038387
325,mtwara,-10.2667,40.1833,297.2,73,73,5.5,TZ,1718038387
326,vernon,50.2581,-119.2691,294.22,49,78,0.51,CA,1718038270
327,port macquarie,-31.4333,152.9167,280.31,70,74,4.18,AU,1718038388
328,agat village,13.3886,144.6585,301.21,91,20,3.09,GU,1718038388
329,kombissiri,12.0656,-1.3375,312.33,25,71,2.52,BF,1718038389
330,zungeru,9.8128,6.1558,309.22,37,30,2.81,NG,1718038389
331,tosontsengel,48.7567,98.2839,283.9,69,28,1.74,MN,1718038389
332,qujing,25.4833,103.7833,289.57,97,30,1.63,CN,1718038184
333,smithers,54.7804,-127.1743,287.33,58,75,0.0,CA,1718038185
334,prince rupert,54.3161,-130.3201,283.98,91,100,5.66,CA,1718038390
335,margaret river,-33.95,115.0667,289.32,57,100,7.57,AU,1718038390
336,sao raimundo das mangabeiras,-7.0219,-45.4811,308.95,24,22,4.65,BR,1718038391
337,meadow lakes,61.6247,-149.6011,285.62,71,100,2.57,US,1718038391
338,chopda,21.25,75.3,305.87,48,70,7.22,IN,1718038391
339,polyarnyy,69.1989,33.4478,285.56,72,96,6.8,RU,1718038391
340,alaghsas,17.0187,8.0168,313.14,5,0,3.11,NE,1718038289
341,poronaysk,49.2167,143.1167,280.94,98,100,1.9,RU,1718038392
342,aykhal,66.0,111.5,288.82,41,100,1.29,RU,1718038392
343,remire-montjoly,4.9167,-52.2667,299.17,89,75,3.6,GF,1718038393
344,puerto baquerizo moreno,-0.9,-89.6,297.7,83,40,7.2,EC,1718038258
345,codrington,-38.2667,141.9667,287.19,70,100,12.17,AU,1718038393
346,kuala terengganu,5.3302,103.1408,300.12,89,20,1.03,MY,1718038393
347,tofol,5.3248,163.0078,301.99,76,25,5.77,FM,1718038394
348,galliano,29.4422,-90.2992,306.48,74,100,2.06,US,1718038394
349,mount pearl,47.5166,-52.7813,288.34,92,100,9.26,CA,1718038145
350,bathsheba,13.2167,-59.5167,304.49,74,75,9.77,BB,1718038395
351,hanceville,34.0607,-86.7675,299.91,48,61,3.59,US,1718038395
352,wellington,-41.2866,174.7756,284.96,90,75,6.17,NZ,1718038395
353,huarmey,-10.0681,-78.1522,294.03,71,73,4.53,PE,1718038274
354,neiafu,-18.65,-173.9833,297.53,69,20,5.66,TO,1718038155
355,princeton,25.5384,-80.4089,306.48,72,40,3.6,US,1718038103
356,sierra grande,-41.606,-65.3557,288.1,34,90,3.54,AR,1718038218
357,sitka,57.0531,-135.33,284.09,82,75,0.0,US,1718038397
358,minot,48.2325,-101.2963,287.21,76,100,5.14,US,1718038297
359,petropavlovsk-kamchatsky,53.0452,158.6483,283.96,86,0,4.47,RU,1718038398
360,san andres,12.5847,-81.7006,302.16,84,20,2.06,CO,1718038192
